URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,64,33,0.3195876255712616,0.07918367340474801,15.3125,0.3436734693877551,6.262469387755102,15.3125,421,1225,3.149387755102041,0,7.0383673469387755
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,59,39,0.2040816305705956,0.10937499987792969,12.108108108108109,0.2611607142857143,4.94770752895753,12.108108108108109,234,896,2.889508928571429,0,6.209821428571429
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,69,36,0.31428571129251703,0.09408602142106987,12.827586206896552,0.3279569892473118,5.262217278457546,12.827586206896552,366,1116,3.109318996415771,0,6.840501792114695
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,61,24,0.4352941125259516,0.08228460785838856,12.152941176470588,0.21006776379477252,4.945203576106144,12.152941176470588,217,1033,2.782187802516941,0,6.085188770571152
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,54,23,0.40259739736886496,0.06748466251754191,13.583333333333334,0.24189307624890447,5.530090563832896,13.583333333333334,276,1141,2.8676599474145483,0,6.33216476774759
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,55,23,0.4102564049967128,0.09017341030037757,14.180327868852459,0.2520231213872832,5.772940396095898,14.180327868852459,218,865,2.8751445086705205,5,6.280924855491329
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,33,12,0.46666665629629656,0.0783972124069735,11.714285714285714,0.2961672473867596,4.80418118466899,11.714285714285714,170,574,2.926829268292683,0,6.395470383275262
44,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,1,0,0.9999990000010001,0.006622516512433666,37.75,0.15894039735099338,15.1635761589404,37.75,24,151,2.4834437086092715,0,4.947019867549669
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,43,14,0.5087719208987382,0.09982486847666398,14.64102564102564,0.1646234676007005,5.922259643450537,14.64102564102564,94,571,2.6444833625218913,0,5.8178633975481615
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,71,40,0.27927927676324976,0.08651597810871708,14.579545454545455,0.2766952455183164,5.942496280025509,14.579545454545455,355,1283,2.962587685113016,4,6.505845674201091
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,61,66,-0.039370078430156864,0.09407407400438957,11.538461538461538,0.24296296296296296,4.712569800569801,11.538461538461538,328,1350,2.8585185185185185,0,6.33925925925926
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,44,19,0.3968253905265811,0.07590361436638118,14.310344827586206,0.3228915662650602,5.853294557540507,14.310344827586206,268,830,3.0650602409638554,0,6.878313253012048
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,34,26,0.13333333111111115,0.06864988550497725,11.35064935064935,0.2505720823798627,4.640488573211686,11.35064935064935,219,874,2.845537757437071,1,6.229977116704806
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,66,23,0.4831460619871229,0.0894472360910078,11.987951807228916,0.2492462311557789,4.894879215353878,11.987951807228916,248,995,2.865326633165829,1,6.352763819095477
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,62,20,0.5121951157049376,0.07627906969648458,12.5,0.2474418604651163,5.0989767441860465,12.5,266,1075,2.8865116279069767,0,6.433488372093024
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,29,1,0.9333333022222232,0.06550218326309568,19.083333333333332,0.24890829694323144,7.732896652110625,19.083333333333332,114,458,2.903930131004367,0,6.6965065502183405
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,97,39,0.426470585099481,0.1326829266998215,85.41666666666667,0.23902439024390243,34.26227642276423,85.41666666666667,245,1025,2.833170731707317,1,6.329756097560976
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,33,1,0.9411764429065753,0.05159332313870513,11.362068965517242,0.2503793626707132,4.644979331275183,11.362068965517242,165,659,2.8558421851289832,0,6.315629742033384
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,15,6,0.4285714081632663,0.037300177553640894,12.511111111111111,0.34458259325044405,5.142277481744622,12.511111111111111,194,563,3.0959147424511544,0,6.859680284191829
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,6,5,0.09090908264462885,0.03216374259601245,22.8,0.2631578947368421,9.225263157894737,22.8,90,342,2.8538011695906436,0,6.283625730994152
57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,1,0,0.9999990000010001,0.006622516512433666,37.75,0.15894039735099338,15.1635761589404,37.75,24,151,2.4834437086092715,0,4.947019867549669
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,37,66,-0.28155339532472434,0.11004273492516801,15.6,0.25427350427350426,6.341709401709402,15.6,238,936,2.914529914529915,0,6.4668803418803416
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,22,17,0.12820512491781733,0.07090909078016529,16.176470588235293,0.24727272727272728,6.569497326203209,16.176470588235293,136,550,2.8854545454545457,0,6.281818181818182
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,53,28,0.3086419714982473,0.07350272225634961,11.479166666666666,0.27404718693284935,4.701285541439806,11.479166666666666,302,1102,2.931034482758621,0,6.470961887477314
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,53,3,0.8928571269132657,0.10275229338944533,11.122448979591837,0.25321100917431194,4.55026399550646,11.122448979591837,138,545,2.8715596330275233,1,6.471559633027523
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,9,1,0.7999999200000081,0.0249999999375,20.0,0.205,8.081999999999999,20.0,82,400,2.755,0,5.965
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,30,8,0.578947353185596,0.04534606199839372,15.518518518518519,0.1957040572792363,6.285689030319102,15.518518518518519,164,838,2.6968973747016705,3,5.862768496420048
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,24,9,0.45454544077135034,0.06420233450544292,17.724137931034484,0.2782101167315175,7.2009392191064014,17.724137931034484,143,514,2.964980544747082,0,6.620622568093385
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,21,11,0.3124999902343753,0.08815426972960257,11.34375,0.19008264462809918,4.61353305785124,11.34375,69,363,2.7796143250688705,0,6.360881542699724
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,9,2,0.636363578512402,0.04280155625369044,21.416666666666668,0.24124513618677043,8.663164721141376,21.416666666666668,62,257,2.817120622568093,0,6.463035019455253
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,27,34,-0.11475409647944104,0.10082644611433646,10.614035087719298,0.2231404958677686,4.334870233434827,10.614035087719298,135,605,2.8363636363636364,0,6.147107438016529
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,11,3,0.5714285306122479,0.05343511429986598,21.833333333333332,0.22137404580152673,8.821882951653944,21.833333333333332,58,262,2.8664122137404577,0,6.236641221374046
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,41,19,0.3666666605555557,0.07142857134353742,11.830985915492958,0.32261904761904764,4.861441985244802,11.830985915492958,271,840,3.1,0,6.9261904761904765
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,16,19,-0.0857142832653062,0.07042253506957237,14.617647058823529,0.2112676056338028,5.931565865782932,14.617647058823529,105,497,2.7867203219315897,2,6.0603621730382295
